Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2	nspax	re	meanvel	varvel	skewvel	kurtvel	meansig	varsig	skewsig	kurtsig	abskewvel	abskewsig	random
14	fg3_m12_iso1_rotated	0	0.2	0	85.37	0.03	0.05	9.43	0.74	0.31	4.69	14.97	0.3	0.77	1256	15.57	1.9	80.79	-0.05	-1.16	54.5	17.36	-0.31	1.35	0.05	0.31	0.41
15	fg3_m12_iso1_rotated	0	0.2	1	81.85	0.03	0.04	14.52	0.82	0.51	1.95	12.37	0.43	0.48	1715	18.71	-3.31	101.46	-0.01	-1.11	50.68	18.99	-0.17	0.21	0.01	0.17	-0.32
16	fg3_m12_iso1_rotated	0	0.2	2	85.69	0.02	0.04	9.65	0.82	0.5	7.4	10.09	0.3	0.48	1709	18.82	-1.26	100.8	-0.02	-1.1	51.03	19.65	0.0	0.56	0.02	0.0	-2.34
17	fg3_m12_iso1_rotated	0	0.2	3	89.98	0.03	0.06	11.49	0.82	0.53	3.8	21.97	1.09	1.73	1715	18.96	2.57	101.05	-0.07	-1.1	51.83	19.3	-0.31	0.46	0.07	0.31	-3.09
18	fg3_m12_iso1_rotated	0	0.2	4	78.43	0.08	0.06	6.82	0.29	0.01	14.96	24.68	0.3	0.77	764	13.3	-2.3	19.57	-0.04	-0.63	50.86	15.96	-0.13	0.85	0.04	0.13	-0.29
19	fg3_m12_iso1_rotated	0	0.2	5	80.98	0.08	0.07	5.74	0.32	0.03	9.9	14.48	0.3	0.21	764	13.56	-2.91	20.65	0.01	-0.95	51.4	17.06	-0.24	0.75	0.01	0.24	-0.11
20	fg3_m12_iso1_rotated	0	0.2	6	82.16	0.07	0.05	6.25	0.31	0.04	18.61	24.62	0.3	0.88	764	13.61	-4.71	20.96	-0.06	-0.77	51.06	15.54	-0.12	0.8	0.06	0.12	-0.8
21	fg3_m12_iso1_rotated	0	0.29	0	89.87	0.04	0.05	10.54	0.74	0.27	6.34	24.57	0.86	0.21	1256	16.03	4.38	81.49	-0.08	-1.16	54.48	15.67	0.06	1.07	0.08	0.06	0.91
22	fg3_m12_iso1_rotated	0	0.29	1	89.36	0.02	0.04	9.42	0.81	0.51	1.89	10.08	0.43	0.48	1721	18.03	-1.28	102.79	-0.05	-1.09	51.19	18.05	0.25	0.03	0.05	0.25	-1.43
23	fg3_m12_iso1_rotated	0	0.29	2	86.03	0.02	0.04	10.06	0.81	0.52	5.91	13.23	0.0	0.48	1255	17.71	0.35	93.89	-0.04	-0.95	54.86	17.91	-0.25	0.79	0.04	0.25	0.41
24	fg3_m12_iso1_rotated	0	0.29	3	80.99	0.04	0.04	13.77	0.82	0.51	1.57	8.68	0.43	0.48	1728	18.07	2.52	101.08	-0.07	-1.05	50.27	19.58	-0.11	-0.24	0.07	0.11	-0.04
25	fg3_m12_iso1_rotated	0	0.29	4	82.36	0.08	0.06	5.77	0.33	0.02	18.42	27.35	0.3	0.77	764	14.55	-1.85	20.59	-0.02	-0.96	50.49	14.99	0.06	0.54	0.02	0.06	-0.58
26	fg3_m12_iso1_rotated	0	0.39	0	88.94	0.02	0.05	9.22	0.75	0.29	5.95	16.07	0.3	0.48	1256	16.65	-4.21	80.94	-0.0	-1.17	54.42	16.63	-0.22	0.93	0.0	0.22	-0.24
27	fg3_m12_iso1_rotated	0	0.39	1	85.71	0.02	0.04	9.08	0.81	0.51	9.96	15.69	0.3	0.48	1671	18.33	-0.52	103.58	-0.05	-1.11	52.78	18.43	0.03	0.18	0.05	0.03	-0.18
28	fg3_m12_iso1_rotated	0	0.39	2	62.37	0.05	0.04	23.57	0.81	0.52	2.93	17.83	0.3	0.48	1669	18.63	-3.43	103.1	0.01	-1.12	52.8	18.47	-0.04	0.33	0.01	0.04	-0.56
29	fg3_m12_iso1_rotated	0	0.39	3	89.38	0.02	0.04	10.32	0.81	0.51	7.92	8.99	0.0	0.64	1253	17.83	0.76	93.97	-0.02	-0.98	54.2	17.83	-0.28	1.11	0.02	0.28	-0.69
30	fg3_m12_iso1_rotated	0	0.39	4	54.27	0.1	0.07	6.3	0.32	0.08	29.33	32.23	0.0	0.77	764	13.55	0.79	20.0	-0.13	-0.84	47.75	17.03	0.25	1.54	0.13	0.25	0.25
31	fg3_m12_iso1_rotated	0	0.39	5	19.11	0.28	0.1	6.98	0.35	0.06	20.9	27.01	0.3	0.48	764	13.57	-10.63	19.68	0.14	-0.73	48.25	15.02	-0.1	0.89	0.14	0.1	-0.14
32	fg3_m12_iso1_rotated	0	0.39	6	80.42	0.07	0.06	5.92	0.33	0.05	7.89	12.64	0.43	0.64	764	13.46	-4.4	20.54	0.05	-0.9	49.16	15.22	0.01	1.57	0.05	0.01	0.4
33	fg3_m12_iso1_rotated	0	0.49	0	85.33	0.03	0.04	10.73	0.74	0.31	9.01	29.89	0.43	0.48	1256	15.47	2.6	82.52	-0.1	-1.14	55.1	16.4	-0.02	1.02	0.1	0.02	-0.33
34	fg3_m12_iso1_rotated	0	0.49	1	85.71	0.02	0.05	10.23	0.8	0.55	4.91	16.89	0.3	0.48	1252	17.4	4.75	93.93	-0.06	-0.93	55.35	16.76	0.08	-0.12	0.06	0.08	0.23
35	fg3_m12_iso1_rotated	0	0.49	2	88.94	0.02	0.04	10.67	0.81	0.53	8.84	18.69	0.3	0.21	1256	17.23	3.69	94.87	-0.09	-0.94	53.78	18.9	-0.16	-0.25	0.09	0.16	-0.26
36	fg3_m12_iso1_rotated	0	0.49	3	85.36	0.03	0.05	10.82	0.81	0.52	2.24	13.17	0.3	0.48	1256	17.98	1.33	93.23	-0.05	-0.94	55.29	16.68	0.01	0.29	0.05	0.01	1.36
37	fg3_m12_iso1_rotated	0	0.49	4	61.08	0.08	0.08	6.07	0.33	-0.04	22.36	38.42	0.0	0.48	764	14.37	0.78	21.07	-0.06	-0.81	48.75	15.26	-0.14	1.15	0.06	0.14	1.08
38	fg3_m12_iso1_rotated	0	0.49	5	79.87	0.06	0.06	5.56	0.33	-0.02	9.57	19.51	0.43	0.48	764	14.38	-2.24	20.8	0.05	-0.89	49.45	14.96	-0.07	0.94	0.05	0.07	-0.37
39	fg3_m12_iso1_rotated	0	0.49	6	80.55	0.08	0.06	6.57	0.34	0.08	30.58	53.39	0.43	0.88	1256	14.77	-0.36	23.03	-0.16	-0.98	48.86	16.78	-0.04	1.89	0.16	0.04	-1.82
40	fg3_m12_iso1_rotated	0	0.59	0	77.88	0.04	0.05	14.75	0.76	0.26	5.87	21.68	0.43	0.77	1256	16.84	-0.55	83.94	-0.07	-1.21	54.67	15.49	-0.06	0.94	0.07	0.06	-1.52
41	fg3_m12_iso1_rotated	0	0.59	1	87.42	0.03	0.04	11.55	0.81	0.5	6.9	17.22	0.43	0.77	1256	17.99	5.33	94.83	-0.1	-0.97	54.34	18.31	-0.18	0.02	0.1	0.18	-0.28
42	fg3_m12_iso1_rotated	0	0.59	2	88.83	0.02	0.04	7.64	0.82	0.5	2.4	12.21	0.0	0.21	1717	18.51	-0.92	102.68	-0.07	-1.07	52.16	19.66	-0.13	0.53	0.07	0.13	-0.09
43	fg3_m12_iso1_rotated	0	0.59	3	65.66	0.05	0.03	22.53	0.81	0.51	3.24	20.04	0.68	0.88	1256	17.36	-14.62	95.76	0.1	-0.93	53.98	18.52	-0.42	0.71	0.1	0.42	0.56
44	fg3_m12_iso1_rotated	0	0.59	4	83.03	0.08	0.06	6.19	0.32	-0.05	31.12	26.64	0.43	0.77	764	13.82	-3.72	19.83	0.11	-0.77	49.7	14.96	0.19	1.52	0.11	0.19	0.92
45	fg3_m12_iso1_rotated	0	0.59	5	85.0	0.07	0.06	5.32	0.32	0.01	11.84	18.18	0.3	0.48	764	13.43	-2.2	21.28	-0.07	-0.89	49.42	15.15	-0.2	1.32	0.07	0.2	-1.05
46	fg3_m12_iso1_rotated	0	0.59	6	84.17	0.07	0.07	5.47	0.34	-0.05	6.22	8.38	0.43	0.64	764	13.95	-2.44	21.64	0.08	-0.95	49.29	14.66	0.08	1.27	0.08	0.08	-0.07
47	fg3_m12_iso1_rotated	0	0.98	0	89.56	0.02	0.04	9.1	0.74	0.32	5.64	16.29	0.3	0.77	1256	16.01	-3.71	82.47	-0.0	-1.17	56.35	14.1	0.23	1.02	0.0	0.23	-0.71
48	fg3_m12_iso1_rotated	0	0.98	1	84.02	0.04	0.05	13.39	0.81	0.5	4.65	26.97	0.68	1.3	1254	17.96	-24.53	93.2	0.17	-0.91	54.67	16.76	-0.28	0.27	0.17	0.28	0.75
49	fg3_m12_iso1_rotated	0	0.98	2	82.8	0.04	0.03	13.7	0.82	0.53	1.5	9.04	0.0	0.21	1256	17.92	2.33	95.0	-0.07	-0.97	54.76	17.88	-0.48	0.68	0.07	0.48	-1.59
50	fg3_m12_iso1_rotated	0	0.98	3	85.46	0.02	0.04	6.99	0.81	0.51	2.81	14.46	0.43	0.48	1239	17.61	0.7	95.85	-0.02	-0.99	55.47	17.6	-0.19	-0.02	0.02	0.19	-3.16
51	fg3_m12_iso1_rotated	0	0.98	4	76.37	0.07	0.05	5.46	0.32	0.08	15.35	24.87	0.3	0.48	764	13.67	-4.77	19.98	0.01	-0.92	49.12	13.6	-0.41	0.96	0.01	0.41	0.38
52	fg3_m12_iso1_rotated	0	0.98	5	79.22	0.08	0.05	5.33	0.34	0.07	12.44	14.35	0.3	0.48	764	13.37	-1.14	20.84	-0.07	-1.0	49.78	12.85	-0.02	0.67	0.07	0.02	1.16
53	fg3_m12_iso1_rotated	0	0.98	6	88.71	0.06	0.05	5.03	0.34	-0.03	17.09	20.78	0.0	0.77	764	14.31	-3.08	21.8	-0.17	-0.82	49.73	13.62	0.05	1.68	0.17	0.05	0.5
54	fg3_m12_iso1_rotated	0	1.96	0	85.97	0.03	0.04	9.24	0.74	0.32	6.29	25.81	0.3	0.48	1256	16.4	-4.46	80.56	-0.02	-1.16	57.17	12.11	0.3	0.86	0.02	0.3	-0.47
55	fg3_m12_iso1_rotated	0	1.96	1	85.81	0.02	0.03	9.67	0.78	0.52	1.3	7.78	1.25	1.37	1245	17.35	-13.21	92.21	0.05	-0.92	58.44	15.12	0.03	0.39	0.05	0.03	-0.8
56	fg3_m12_iso1_rotated	0	1.96	2	89.59	0.02	0.04	10.39	0.78	0.51	2.54	14.91	0.91	0.64	1228	17.71	-3.4	96.38	-0.06	-1.07	59.76	16.62	0.31	-0.51	0.06	0.31	-1.1
57	fg3_m12_iso1_rotated	0	1.96	3	85.42	0.03	0.04	12.58	0.8	0.51	6.38	24.39	0.68	0.48	1618	18.39	-23.13	102.67	0.21	-1.15	55.44	15.02	0.41	0.26	0.21	0.41	0.69
58	fg3_m12_iso1_rotated	0	1.96	4	72.01	0.08	0.05	6.93	0.3	0.18	16.96	30.38	0.0	0.64	764	12.93	-3.21	19.99	-0.06	-0.91	52.44	12.05	-0.25	1.47	0.06	0.25	1.06
59	fg3_m12_iso1_rotated	0	1.96	5	86.21	0.06	0.04	4.86	0.29	0.16	15.49	22.12	0.3	0.21	764	12.83	-2.46	20.65	-0.02	-1.09	51.81	12.92	-0.48	2.24	0.02	0.48	-1.88
60	fg3_m12_iso1_rotated	0	1.96	6	79.42	0.06	0.04	5.0	0.32	0.18	10.59	20.03	0.0	0.88	764	14.22	-3.0	20.92	-0.03	-1.02	51.54	12.53	-0.75	2.8	0.03	0.75	1.05
0	fg3_m12_iso0.5_rotated	0	0.05	0	85.28	0.03	0.08	8.89	0.73	0.3	4.72	13.6	0.3	0.48	764	13.19	-3.25	61.37	-0.01	-1.1	44.88	15.27	0.02	1.14	0.01	0.02	1.7
1	fg3_m12_iso0.5_rotated	0	0.05	1	88.12	0.02	0.07	6.22	0.8	0.56	1.97	6.84	0.3	0.48	748	14.64	-4.3	70.89	-0.03	-0.94	44.74	17.72	-0.31	0.84	0.03	0.31	-0.37
2	fg3_m12_iso0.5_rotated	0	0.05	2	54.0	0.05	0.05	17.45	0.79	0.54	9.7	25.74	0.3	0.48	756	14.39	-4.83	70.45	-0.0	-0.94	45.2	15.11	-0.34	0.46	0.0	0.34	0.04
3	fg3_m12_iso0.5_rotated	0	0.05	3	87.11	0.02	0.06	6.66	0.81	0.54	1.77	7.77	0.43	0.21	1050	15.16	-1.64	81.0	0.01	-1.2	42.28	16.75	-0.39	0.69	0.01	0.39	1.34
4	fg3_m12_iso0.5_rotated	0	0.05	4	81.08	0.11	0.09	6.0	0.33	0.03	22.9	35.47	0.0	0.48	764	12.69	-5.37	17.73	0.11	-0.79	41.34	15.49	-0.16	0.75	0.11	0.16	-0.22
5	fg3_m12_iso0.5_rotated	0	0.05	5	37.36	0.14	0.07	6.87	0.31	0.01	24.41	28.13	0.3	0.48	764	11.47	-1.19	17.57	-0.21	-0.91	41.72	14.48	-0.01	1.62	0.21	0.01	0.4
6	fg3_m12_iso0.5_rotated	0	0.05	6	15.32	0.5	0.08	7.94	0.3	0.03	36.92	49.26	0.68	0.21	764	11.44	-5.13	17.1	0.11	-0.82	40.3	14.91	-0.39	0.86	0.11	0.39	-0.41
7	fg3_m12_iso0.5_rotated	0	0.1	0	84.24	0.03	0.06	9.63	0.72	0.26	7.19	15.95	0.43	0.77	764	12.72	5.23	63.56	-0.1	-1.08	45.29	16.48	-0.21	0.84	0.1	0.21	-3.04
8	fg3_m12_iso0.5_rotated	0	0.1	1	88.23	0.02	0.05	6.03	0.79	0.54	10.78	25.73	0.0	0.48	729	14.0	-7.44	74.39	0.02	-1.01	47.19	14.89	-0.14	0.29	0.02	0.14	1.12
9	fg3_m12_iso0.5_rotated	0	0.1	2	88.28	0.02	0.05	10.06	0.8	0.52	5.55	12.34	0.43	0.48	741	14.3	-12.25	72.56	0.05	-0.97	43.36	17.09	-0.57	0.59	0.05	0.57	0.69
10	fg3_m12_iso0.5_rotated	0	0.1	3	89.21	0.03	0.05	10.02	0.8	0.52	11.83	32.28	0.3	0.21	735	14.43	-20.85	71.92	0.16	-0.94	45.17	15.43	-0.63	0.82	0.16	0.63	0.21
11	fg3_m12_iso0.5_rotated	0	0.1	4	64.69	0.13	0.08	7.4	0.33	0.03	34.35	25.27	0.61	0.48	764	12.03	-3.18	18.52	-0.09	-0.94	40.78	16.29	-0.19	0.56	0.09	0.19	-0.73
12	fg3_m12_iso0.5_rotated	0	0.1	5	3.04	1.04	0.13	7.48	0.38	0.04	40.36	49.04	0.68	0.64	764	12.34	-12.47	16.94	0.39	-0.74	39.93	16.5	-0.09	0.55	0.39	0.09	-1.09
13	fg3_m12_iso0.5_rotated	0	0.1	6	59.61	0.13	0.09	7.14	0.32	0.06	19.46	22.37	0.43	0.88	764	12.59	-4.63	17.27	0.02	-1.01	40.98	16.1	-0.04	0.55	0.02	0.04	-0.52
14	fg3_m12_iso0.5_rotated	0	0.29	0	88.32	0.03	0.07	9.08	0.75	0.26	1.85	6.71	0.68	1.07	764	12.83	-17.36	61.62	0.09	-1.01	41.98	16.57	-0.05	0.54	0.09	0.05	0.32
15	fg3_m12_iso0.5_rotated	0	0.29	1	86.5	0.05	0.07	12.33	0.82	0.53	3.93	13.89	0.3	0.48	743	13.84	-43.47	67.57	0.29	-0.8	41.7	16.96	-0.31	0.36	0.29	0.31	0.34
16	fg3_m12_iso0.5_rotated	0	0.29	2	84.31	0.06	0.08	12.98	0.79	0.52	22.03	34.48	0.96	0.88	727	14.16	15.59	71.38	-0.19	-0.93	44.72	15.73	-0.52	1.0	0.19	0.52	1.3
17	fg3_m12_iso0.5_rotated	0	0.29	3	86.99	0.03	0.06	6.44	0.8	0.51	3.27	9.05	0.0	0.21	741	13.34	-0.49	74.42	-0.04	-1.03	43.73	17.21	-0.26	0.4	0.04	0.26	0.45
18	fg3_m12_iso0.5_rotated	0	0.29	4	77.84	0.09	0.07	5.31	0.37	0.02	33.73	43.61	0.61	0.77	764	12.31	-6.64	18.48	-0.06	-0.74	37.21	17.07	-0.18	0.25	0.06	0.18	-0.99
19	fg3_m12_iso0.5_rotated	0	0.29	5	69.15	0.12	0.11	6.19	0.33	0.08	21.61	25.73	0.3	1.07	764	12.59	-0.98	16.98	-0.08	-0.79	37.21	17.42	-0.13	-0.05	0.08	0.13	-0.83
20	fg3_m12_iso0.5_rotated	0	0.29	6	87.18	0.1	0.09	5.63	0.36	0.03	32.45	48.79	0.43	0.48	764	12.15	-1.26	17.9	-0.23	-0.79	35.52	16.43	-0.21	0.03	0.23	0.21	-0.48
21	fg3_m12_iso0.5_rotated	0	0.49	0	84.7	0.05	0.06	10.79	0.73	0.27	6.25	15.41	0.96	0.48	764	12.96	0.88	61.83	-0.08	-1.18	41.42	15.41	0.05	1.88	0.08	0.05	0.51
22	fg3_m12_iso0.5_rotated	0	0.49	1	84.03	0.06	0.06	13.56	0.79	0.53	3.38	10.22	1.21	0.48	696	13.87	4.93	74.47	-0.08	-1.1	44.39	16.95	-0.35	0.76	0.08	0.35	-2.22
23	fg3_m12_iso0.5_rotated	0	0.49	2	83.75	0.05	0.05	11.39	0.79	0.5	4.76	14.97	0.68	0.88	726	13.82	24.05	70.55	-0.31	-0.87	41.61	15.67	-0.41	0.52	0.31	0.41	0.8
24	fg3_m12_iso0.5_rotated	0	0.49	3	81.0	0.03	0.05	13.11	0.81	0.54	3.59	12.43	0.3	0.64	751	14.02	-11.9	72.93	0.05	-0.95	43.9	15.29	0.01	0.22	0.05	0.01	1.41
25	fg3_m12_iso0.5_rotated	0	0.49	4	81.97	0.11	0.08	6.94	0.35	-0.03	26.53	24.71	0.91	1.44	764	12.06	-3.29	17.73	0.15	-0.8	34.38	16.78	-0.36	-0.24	0.15	0.36	-0.74
26	fg3_m12_iso0.5_rotated	0	0.49	5	25.66	0.17	0.1	6.78	0.32	-0.02	30.26	33.96	1.09	1.07	764	11.89	2.3	16.42	-0.44	-0.65	35.73	16.15	-0.38	0.07	0.44	0.38	-1.77
27	fg3_m12_iso0.5_rotated	0	0.49	6	75.81	0.12	0.12	5.48	0.39	0.02	31.23	34.83	0.86	0.64	764	11.7	-10.0	18.1	0.3	-0.84	35.22	15.75	-0.14	0.36	0.3	0.14	0.34
28	fg3_m12_iso0.5_rotated	0	1.96	0	88.25	0.03	0.06	8.8	0.67	0.14	5.44	11.67	0.43	0.21	750	12.1	-5.2	61.17	0.02	-1.15	47.72	12.05	0.72	0.67	0.02	0.72	1.33
29	fg3_m12_iso0.5_rotated	0	1.96	1	86.58	0.02	0.04	10.49	0.76	0.49	2.57	7.62	0.0	0.48	724	13.86	-4.09	73.48	0.01	-1.06	50.11	14.56	-0.01	1.15	0.01	0.01	-1.68
30	fg3_m12_iso0.5_rotated	0	1.96	2	87.16	0.03	0.06	10.57	0.76	0.55	4.15	10.99	0.3	0.21	696	14.25	-1.57	74.9	-0.0	-1.11	53.54	14.88	0.14	0.32	0.0	0.14	-1.54
31	fg3_m12_iso0.5_rotated	0	1.96	3	87.59	0.02	0.04	9.61	0.72	0.42	3.62	12.98	0.3	0.88	707	11.67	-5.43	73.9	0.0	-1.1	51.94	13.54	-0.13	0.3	0.0	0.13	-1.41
32	fg3_m12_iso0.5_rotated	0	1.96	6	54.43	0.07	0.07	4.82	0.28	-0.25	13.33	13.46	0.0	0.48	368	11.04	-3.68	13.96	0.06	-0.92	42.48	11.1	-0.41	1.63	0.06	0.41	0.87
0	fg3_m12	1	1.66	0	82.1	0.03	0.03	6.22	0.26	0.26	5.87	10.15	0.0	0.48	368	8.07	0.57	57.11	-0.09	-1.18	102.9	30.83	0.53	-0.46	0.09	0.53	1.92
1	fg3_m12	1	1.66	1	89.42	0.04	0.06	11.78	0.57	0.66	9.61	15.55	0.68	1.07	705	13.5	37.17	86.5	0.01	-0.89	94.88	29.39	1.03	0.68	0.01	1.03	0.62
2	fg3_m12	1	1.66	2	53.43	0.03	0.06	19.53	0.53	0.52	9.06	14.42	0.3	0.48	368	10.65	23.28	81.78	-0.01	-1.05	106.7	29.16	0.62	-0.37	0.01	0.62	-0.37
3	fg3_m12	1	1.66	3	56.94	0.03	0.06	11.47	0.54	0.33	3.41	7.73	0.3	0.48	368	9.51	-70.68	78.22	0.08	-1.1	110.67	33.51	0.67	-0.33	0.08	0.67	0.71
4	fg3_m12	1	1.66	5	58.39	0.03	0.03	8.45	0.62	0.69	16.63	27.46	0.0	0.48	674	13.44	8.14	90.33	-0.04	-1.06	92.8	22.74	0.91	0.42	0.04	0.91	-1.34
5	fg3_m12	1	1.76	0	74.29	0.05	0.07	12.32	0.35	0.19	4.93	12.01	0.43	0.48	368	10.22	8.87	60.65	-0.09	-1.14	110.39	30.54	0.4	-0.37	0.09	0.4	2.26
6	fg3_m12	1	1.76	1	88.74	0.03	0.05	11.68	0.67	0.65	16.74	35.51	0.68	0.21	1174	20.59	54.68	114.34	0.11	-1.46	103.19	26.67	0.63	0.34	0.11	0.63	-0.4
7	fg3_m12	1	1.76	2	54.39	0.03	0.04	14.29	0.65	0.39	13.35	33.54	1.36	0.48	1134	17.14	35.88	97.88	-0.12	-1.19	96.0	30.09	1.43	3.24	0.12	1.43	-1.04
8	fg3_m12	1	1.76	3	56.75	0.04	0.1	17.86	0.61	0.46	16.44	22.39	1.92	0.64	746	13.2	-90.96	86.28	0.11	-0.44	128.14	71.97	1.88	3.26	0.11	1.88	-0.66
9	fg3_m12	1	1.76	4	71.67	0.06	0.06	7.1	0.45	0.21	9.4	15.07	1.09	0.21	1233	16.6	45.39	37.91	-0.0	-1.29	77.15	24.41	0.82	0.07	0.0	0.82	0.5
10	fg3_m12	1	1.76	5	28.07	0.22	0.12	31.5	0.58	0.87	88.61	92.29	2.21	0.48	1295	21.64	-8.26	110.77	0.49	-0.89	130.6	56.04	0.92	0.31	0.49	0.92	0.7
11	fg3_m12	1	1.76	6	22.69	0.38	0.19	53.86	0.73	0.4	22.61	46.8	1.63	0.48	1092	15.72	164.57	126.93	-0.69	-0.33	128.8	65.6	1.19	1.06	0.69	1.19	1.8
12	fg3_m12	1	1.81	0	81.06	0.07	0.03	16.42	0.3	0.32	19.09	28.78	0.43	0.48	368	7.54	19.6	70.96	0.31	-0.96	122.65	23.45	0.03	-0.57	0.31	0.03	1.02
13	fg3_m12	1	1.81	1	81.3	0.07	0.09	36.14	0.55	0.69	13.17	23.14	2.21	0.48	1510	23.46	-19.24	115.07	0.12	-1.09	148.91	40.73	0.66	0.11	0.12	0.66	-0.31
14	fg3_m12	1	1.81	2	71.38	0.04	0.05	24.48	0.55	0.34	15.51	26.25	1.09	0.21	1629	19.48	30.76	129.91	0.32	-1.18	136.39	35.78	0.42	0.16	0.32	0.42	-1.9
15	fg3_m12	1	1.81	3	10.06	0.1	0.16	64.78	0.68	0.22	5.77	14.33	0.43	1.07	1088	15.51	47.7	178.29	0.18	-1.19	166.32	56.71	0.35	-0.47	0.18	0.35	0.43
16	fg3_m12	1	1.81	4	0.76	0.46	0.08	16.45	0.3	0.14	46.74	59.95	3.27	0.77	1658	18.79	-31.59	34.52	-0.75	0.58	100.36	45.1	1.09	0.46	0.75	1.09	-1.14
17	fg3_m12	1	1.81	5	10.53	0.23	0.13	26.33	0.69	0.32	22.18	29.96	2.19	0.64	1119	21.28	-130.05	54.5	0.29	-0.82	138.55	34.73	-0.41	-0.31	0.29	0.41	0.91
18	fg3_m12	1	1.81	6	11.4	0.08	0.08	50.54	0.57	0.48	14.32	21.96	1.21	2.11	1068	16.02	32.82	187.17	0.03	-1.2	178.39	58.86	0.74	1.21	0.03	0.74	0.64
19	fg3_m12	1	1.86	0	60.3	0.05	0.02	12.29	0.3	0.24	3.83	4.91	0.43	0.48	368	9.88	-12.37	50.99	0.26	-1.02	125.56	22.51	-0.32	-0.6	0.26	0.32	1.18
20	fg3_m12	1	1.86	1	81.38	0.05	0.05	14.04	0.48	0.53	6.27	10.68	0.43	0.21	1097	15.22	-3.94	79.17	0.14	-1.1	98.27	28.61	0.61	-0.39	0.14	0.61	1.11
21	fg3_m12	1	1.86	2	51.24	0.05	0.07	11.49	0.42	0.34	6.03	7.9	0.61	0.48	762	13.75	5.66	68.03	-0.09	-1.14	103.14	27.89	0.87	0.86	0.09	0.87	-0.36
