Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2	nspax	re	meanvel	varvel	skewvel	kurtvel	meansig	varsig	skewsig	kurtsig	abskewvel	abskewsig	random
21	fg3_m10_iso1_rotated	0	0.88	2	89.21	0.02	0.04	6.57	0.78	0.5	2.53	13.76	0.3	0.21	1207	15.82	-5.76	105.3	0.03	-1.09	62.45	22.91	0.65	0.24	0.03	0.65	1.22
22	fg3_m10_iso1_rotated	0	0.88	3	77.88	0.05	0.07	18.82	0.78	0.5	9.15	27.94	0.43	0.77	1192	16.68	-1.24	105.5	0.02	-1.1	63.22	23.56	0.36	0.23	0.02	0.36	1.12
23	fg3_m10_iso1_rotated	0	0.88	4	87.39	0.06	0.05	5.98	0.29	0.03	16.59	26.33	0.43	0.48	764	12.28	-3.35	23.26	-0.02	-1.07	61.0	17.35	-0.35	0.26	0.02	0.35	1.03
24	fg3_m10_iso1_rotated	0	0.88	5	82.4	0.06	0.05	6.36	0.29	0.02	26.17	37.76	0.43	0.88	764	12.25	-3.32	24.59	-0.05	-1.12	60.59	17.67	-0.25	0.84	0.05	0.25	0.57
25	fg3_m10_iso1_rotated	0	0.88	6	86.96	0.08	0.05	6.4	0.31	0.03	28.46	41.37	0.0	0.48	764	12.45	-0.65	25.36	-0.11	-1.12	59.19	17.74	-0.42	0.85	0.11	0.42	1.27
26	fg3_m10_iso1_rotated	0	0.98	0	88.62	0.02	0.04	11.33	0.73	0.26	4.29	12.6	0.43	0.48	764	14.59	-4.52	87.78	-0.0	-1.21	70.1	20.22	0.3	0.52	0.0	0.3	-0.05
27	fg3_m10_iso1_rotated	0	0.98	1	89.18	0.03	0.05	11.29	0.78	0.49	12.09	31.27	0.43	0.48	1205	15.91	1.6	105.65	-0.08	-1.08	63.66	22.14	0.46	0.55	0.08	0.46	-0.33
28	fg3_m10_iso1_rotated	0	0.98	2	86.09	0.02	0.04	10.56	0.79	0.52	2.47	10.29	0.43	0.48	1214	16.69	-6.33	103.42	0.01	-1.04	63.18	23.37	0.32	0.41	0.01	0.32	0.4
29	fg3_m10_iso1_rotated	0	0.98	4	89.42	0.06	0.04	6.13	0.3	-0.05	17.75	19.61	0.0	0.48	764	12.56	-6.15	23.2	-0.04	-1.02	59.77	17.54	-0.23	1.11	0.04	0.23	-0.33
30	fg3_m10_iso1_rotated	0	0.98	5	87.22	0.07	0.05	6.05	0.31	0.09	15.97	22.51	0.3	0.88	764	12.83	-5.46	23.51	-0.06	-1.13	59.68	17.51	-0.12	0.4	0.06	0.12	0.37
31	fg3_m10_iso1_rotated	0	0.98	6	75.01	0.06	0.07	9.05	0.32	0.07	4.05	7.08	0.43	1.16	764	12.44	-8.48	25.51	0.16	-1.08	60.63	17.23	-0.36	0.58	0.16	0.36	0.16
32	fg3_m10_iso1_rotated	0	1.17	0	87.78	0.02	0.04	10.44	0.73	0.36	2.32	9.35	0.3	0.48	764	14.4	-7.69	86.17	0.01	-1.21	67.61	20.67	0.38	0.83	0.01	0.38	0.11
33	fg3_m10_iso1_rotated	0	1.17	1	89.46	0.04	0.06	15.7	0.78	0.52	10.32	15.57	0.61	0.64	1156	16.28	-10.33	104.49	0.04	-1.13	64.28	21.79	0.65	0.32	0.04	0.65	-0.88
34	fg3_m10_iso1_rotated	0	1.17	2	89.21	0.02	0.05	10.82	0.79	0.51	4.32	20.06	0.0	0.21	1195	16.8	0.16	105.33	-0.05	-1.09	63.81	22.82	0.62	0.0	0.05	0.62	-0.69
35	fg3_m10_iso1_rotated	0	1.17	3	87.63	0.02	0.03	7.22	0.78	0.52	10.52	22.97	0.0	0.48	1184	15.99	1.84	105.9	-0.06	-1.09	63.34	22.29	0.62	0.26	0.06	0.62	-0.72
36	fg3_m10_iso1_rotated	0	1.17	4	78.28	0.08	0.06	7.11	0.3	0.09	25.23	28.65	0.0	0.48	764	12.96	-3.6	23.03	-0.09	-1.04	59.35	16.96	-0.29	0.69	0.09	0.29	-0.18
37	fg3_m10_iso1_rotated	0	1.17	5	87.57	0.06	0.04	5.68	0.31	0.05	17.11	25.73	0.0	0.48	764	13.22	-3.44	23.92	0.03	-1.15	59.97	16.61	-0.21	0.48	0.03	0.21	0.68
38	fg3_m10_iso1_rotated	0	1.17	6	83.64	0.06	0.04	5.74	0.32	-0.02	13.12	18.76	0.0	0.77	764	12.94	-2.45	25.4	-0.01	-1.2	59.19	17.51	-0.42	0.65	0.01	0.42	-1.98
39	fg3_m10_iso1_rotated	0	1.47	0	87.53	0.03	0.04	9.82	0.74	0.34	7.59	34.51	0.3	0.77	1256	15.98	-1.47	90.88	-0.02	-1.23	62.07	19.91	0.8	0.76	0.02	0.8	-1.35
40	fg3_m10_iso1_rotated	0	1.47	1	88.14	0.02	0.04	7.74	0.79	0.51	6.3	22.1	0.3	0.21	1219	17.02	-2.33	103.51	-0.04	-1.04	62.62	22.55	0.53	0.08	0.04	0.53	-0.72
41	fg3_m10_iso1_rotated	0	1.47	2	88.92	0.03	0.04	11.1	0.78	0.51	4.01	16.24	0.3	0.48	1187	16.34	-2.4	105.41	-0.01	-1.07	63.62	22.0	0.68	0.14	0.01	0.68	1.52
42	fg3_m10_iso1_rotated	0	1.47	4	84.08	0.08	0.05	6.71	0.3	0.12	16.57	23.08	0.3	0.21	764	13.29	-5.12	21.79	0.1	-0.95	59.88	17.88	-0.37	0.57	0.1	0.37	-0.92
43	fg3_m10_iso1_rotated	0	1.47	5	79.59	0.06	0.04	6.02	0.33	0.08	18.24	30.81	0.0	0.77	764	13.2	-5.07	24.93	0.06	-1.2	59.78	17.82	-0.17	0.43	0.06	0.17	1.48
44	fg3_m10_iso1_rotated	0	1.47	6	86.13	0.07	0.05	6.5	0.32	0.04	19.7	23.36	0.3	1.07	764	13.06	-2.92	25.25	-0.07	-1.14	60.22	17.29	-0.15	0.54	0.07	0.15	-1.28
45	fg3_m10_iso1_rotated	0	1.76	0	88.63	0.03	0.04	10.58	0.7	0.31	6.83	22.51	0.3	0.48	764	14.35	-0.62	87.2	-0.07	-1.23	71.15	20.39	0.42	0.43	0.07	0.42	-0.33
46	fg3_m10_iso1_rotated	0	1.76	1	87.49	0.02	0.05	10.81	0.78	0.48	3.61	15.99	0.43	0.48	1200	17.18	-0.82	103.83	-0.04	-1.09	64.52	21.9	0.71	0.58	0.04	0.71	-0.4
47	fg3_m10_iso1_rotated	0	1.76	2	88.66	0.02	0.04	11.15	0.77	0.52	2.99	11.06	0.3	0.48	1158	15.61	-4.88	106.57	-0.02	-1.16	65.77	21.49	0.7	0.1	0.02	0.7	1.29
48	fg3_m10_iso1_rotated	0	1.76	3	87.84	0.02	0.04	10.62	0.79	0.53	2.89	15.07	0.0	0.48	1145	17.28	0.71	105.83	-0.03	-1.09	65.63	21.33	0.6	0.5	0.03	0.6	-0.63
49	fg3_m10_iso1_rotated	0	1.76	4	78.26	0.07	0.06	5.97	0.28	0.18	15.17	26.34	0.0	0.48	764	14.11	-3.37	22.42	-0.07	-1.19	62.46	16.25	0.12	0.52	0.07	0.12	0.97
50	fg3_m10_iso1_rotated	0	1.76	5	78.77	0.07	0.04	5.73	0.31	0.16	14.71	21.07	0.0	0.64	764	11.78	-5.96	24.5	0.1	-1.16	61.79	16.05	0.18	0.24	0.1	0.18	1.9
51	fg3_m10_iso1_rotated	0	1.76	6	84.6	0.07	0.05	6.33	0.32	0.22	17.87	23.94	0.3	0.77	764	14.24	-2.69	24.56	-0.05	-1.0	62.01	16.08	0.18	0.28	0.05	0.18	-0.13
52	fg3_m10_iso1_rotated	0	1.96	0	89.17	0.02	0.04	10.38	0.71	0.3	3.3	10.03	0.43	0.48	764	14.55	-7.56	86.24	0.01	-1.19	69.84	21.01	0.33	0.35	0.01	0.33	-1.47
53	fg3_m10_iso1_rotated	0	1.96	1	85.01	0.02	0.04	12.4	0.78	0.52	3.87	12.5	0.43	0.64	1176	16.93	-3.97	104.67	-0.05	-1.09	66.48	19.79	0.95	0.78	0.05	0.95	-0.54
54	fg3_m10_iso1_rotated	0	1.96	2	89.08	0.02	0.04	6.87	0.77	0.52	2.47	10.75	0.3	0.48	1153	16.28	-1.25	106.2	-0.06	-1.14	67.07	20.52	0.83	0.57	0.06	0.83	-1.76
55	fg3_m10_iso1_rotated	0	1.96	3	85.31	0.02	0.03	7.2	0.78	0.55	3.11	9.43	0.3	0.21	1166	16.38	-1.52	105.74	0.01	-1.12	65.76	20.69	0.6	0.49	0.01	0.6	-0.14
56	fg3_m10_iso1_rotated	0	1.96	4	69.51	0.08	0.06	7.07	0.28	0.04	11.01	10.66	0.0	0.48	764	12.96	-5.03	22.28	0.02	-1.08	63.67	16.2	0.27	0.12	0.02	0.27	0.87
57	fg3_m10_iso1_rotated	0	1.96	5	85.63	0.06	0.05	6.03	0.3	0.06	24.02	29.44	0.0	0.77	764	13.26	-5.7	23.98	-0.02	-1.14	62.12	16.2	0.39	0.26	0.02	0.39	-1.53
58	fg3_m10_iso1_rotated	0	1.96	6	80.13	0.06	0.05	6.33	0.31	0.04	10.55	19.81	0.3	0.48	764	13.15	-3.48	24.42	-0.02	-1.18	62.64	15.58	0.2	0.48	0.02	0.2	-1.47
0	fg3_m10	1	0.05	0	47.36	0.03	0.06	8.54	0.55	0.12	1.25	4.45	0.0	0.48	764	12.57	-1.15	64.04	-0.03	-1.26	73.55	22.44	0.22	0.22	0.03	0.22	0.96
1	fg3_m10	1	0.05	1	65.78	0.06	0.06	11.19	0.84	0.83	19.95	15.97	0.3	0.48	866	22.18	-24.79	118.28	-0.01	-1.5	63.22	18.06	-0.49	0.29	0.01	0.49	0.56
2	fg3_m10	1	0.05	2	58.61	0.02	0.04	11.78	0.84	0.82	10.4	10.62	0.3	0.21	943	22.61	4.06	119.31	-0.01	-1.44	65.43	18.93	-0.09	-0.24	0.01	0.09	-0.86
3	fg3_m10	1	0.05	3	83.62	0.02	0.05	7.62	0.66	0.3	7.15	15.57	0.3	0.48	764	13.19	20.64	83.86	-0.04	-1.19	75.78	22.16	0.29	0.4	0.04	0.29	-0.35
4	fg3_m10	1	0.05	4	56.5	0.03	0.05	9.74	0.64	0.22	1.2	3.66	0.0	0.48	764	13.41	-21.48	76.0	-0.05	-1.24	73.9	22.36	-0.02	0.36	0.05	0.02	0.09
5	fg3_m10	1	0.05	5	53.46	0.02	0.04	7.92	0.72	0.42	8.97	20.61	0.3	0.48	1256	15.31	1.31	96.17	-0.03	-1.14	65.22	24.69	0.47	-0.05	0.03	0.47	0.75
6	fg3_m10	1	0.05	6	84.16	0.03	0.05	8.8	0.83	0.83	7.42	6.46	0.3	0.77	923	21.4	13.23	123.21	-0.03	-1.51	65.51	18.86	-0.39	0.25	0.03	0.39	0.54
7	fg3_m10	1	0.39	0	47.54	0.04	0.07	8.16	0.59	0.16	1.82	7.28	0.3	0.64	764	12.99	-2.97	64.06	-0.05	-1.28	68.46	22.4	-0.1	0.15	0.05	0.1	0.03
8	fg3_m10	1	0.39	1	66.67	0.04	0.07	12.76	0.84	0.83	4.59	4.62	0.43	0.77	823	21.49	-39.82	123.1	-0.02	-1.45	66.44	19.09	-0.31	0.29	0.02	0.31	1.19
9	fg3_m10	1	0.39	2	59.52	0.04	0.05	10.74	0.84	0.8	4.9	6.07	0.3	0.48	798	21.31	-10.52	116.64	0.03	-1.39	69.23	16.66	-0.13	-0.06	0.03	0.13	0.35
10	fg3_m10	1	0.39	3	81.16	0.03	0.05	11.25	0.72	0.27	5.61	13.26	0.61	0.48	764	13.99	47.98	85.45	0.0	-1.23	71.75	24.29	0.14	0.38	0.0	0.14	-0.79
11	fg3_m10	1	0.39	4	56.81	0.02	0.07	9.24	0.67	0.23	2.98	9.09	0.61	0.64	764	13.22	-36.4	76.53	-0.08	-1.3	69.12	23.59	0.08	0.19	0.08	0.08	0.81
12	fg3_m10	1	0.39	5	52.33	0.02	0.05	7.27	0.74	0.44	2.22	11.28	0.3	0.48	1254	14.8	-6.59	98.3	-0.02	-1.18	64.33	22.77	0.7	0.53	0.02	0.7	1.18
13	fg3_m10	1	0.39	6	87.19	0.03	0.04	10.14	0.83	0.83	3.42	6.99	0.3	0.48	761	20.92	36.28	115.55	-0.02	-1.4	67.9	18.03	0.03	0.77	0.02	0.03	1.15
14	fg3_m10	1	0.59	0	50.18	0.04	0.05	8.58	0.64	0.44	2.42	10.66	0.3	0.64	1234	17.1	-3.98	66.03	-0.07	-1.32	62.82	19.16	0.38	0.3	0.07	0.38	1.09
15	fg3_m10	1	0.59	1	75.59	0.03	0.04	12.59	0.82	0.84	22.23	4.69	1.36	1.56	853	23.72	-18.08	120.24	0.11	-1.41	77.74	18.69	0.02	0.17	0.11	0.02	1.04
16	fg3_m10	1	0.59	2	58.66	0.04	0.05	18.83	0.79	0.77	5.77	7.57	0.61	0.88	673	16.69	-23.4	120.78	-0.13	-1.19	85.39	20.85	1.22	6.39	0.13	1.22	0.9
17	fg3_m10	1	0.59	3	73.38	0.04	0.05	11.53	0.75	0.09	3.26	7.68	0.0	0.88	1230	17.25	39.62	95.57	0.03	-1.22	71.28	21.28	0.63	-0.05	0.03	0.63	-1.57
18	fg3_m10	1	0.59	4	56.37	0.04	0.05	9.29	0.66	0.52	3.57	10.52	0.0	0.48	1197	15.05	-0.33	80.52	-0.04	-1.36	66.63	20.59	0.25	1.27	0.04	0.25	0.03
19	fg3_m10	1	0.59	5	53.31	0.03	0.07	15.65	0.74	0.56	11.01	26.51	0.0	0.21	1062	14.75	-30.34	113.74	-0.1	-1.27	78.37	20.53	0.5	0.19	0.1	0.5	-0.24
20	fg3_m10	1	0.59	6	82.34	0.03	0.04	14.0	0.81	0.69	12.52	13.56	0.0	1.3	903	18.68	22.26	122.35	-0.02	-1.16	73.85	18.93	0.25	0.28	0.02	0.25	-0.22
21	fg3_m10	1	0.98	0	56.25	0.03	0.03	8.1	0.59	0.17	5.9	21.05	0.0	0.21	764	14.51	-4.97	62.17	0.06	-1.31	69.71	18.35	0.04	0.7	0.06	0.04	1.11
22	fg3_m10	1	0.98	2	59.42	0.05	0.06	16.41	0.8	0.77	21.11	23.91	0.43	0.48	828	18.24	-6.59	122.58	-0.03	-1.41	76.76	18.53	0.0	-0.08	0.03	0.0	0.48
23	fg3_m10	1	0.98	3	75.53	0.02	0.04	9.22	0.67	0.28	4.3	6.48	0.43	0.21	764	12.92	8.0	89.71	-0.03	-1.23	77.64	21.2	0.3	0.09	0.03	0.3	-0.08
24	fg3_m10	1	0.98	4	62.29	0.02	0.04	8.1	0.65	0.21	4.03	15.7	0.0	0.64	1256	15.37	-5.25	74.35	-0.0	-1.31	62.68	19.45	0.43	0.71	0.0	0.43	1.07
25	fg3_m10	1	0.98	5	54.06	0.02	0.05	8.11	0.75	0.45	2.98	12.88	0.43	0.77	1221	15.82	-5.66	102.18	-0.1	-1.16	67.97	21.85	0.55	0.19	0.1	0.55	1.01
26	fg3_m10	1	0.98	6	82.63	0.02	0.03	11.74	0.81	0.78	3.35	5.12	0.61	0.48	772	19.94	-10.29	119.36	0.07	-1.39	76.28	18.06	-0.46	1.03	0.07	0.46	-0.18
27	fg3_m10	1	1.96	0	53.07	0.03	0.04	6.44	0.58	0.06	8.54	23.87	0.0	0.48	764	11.92	-3.82	66.25	-0.01	-1.36	70.6	18.76	0.09	0.49	0.01	0.09	-0.32
28	fg3_m10	1	1.96	1	76.21	0.05	0.06	14.16	0.8	0.8	4.68	4.6	0.0	0.48	745	19.03	-4.22	121.84	-0.0	-1.45	76.9	17.41	-0.09	-0.4	0.0	0.09	-1.6
29	fg3_m10	1	1.96	2	59.55	0.04	0.04	14.48	0.82	0.77	17.64	22.43	0.61	0.21	825	20.34	3.19	119.12	-0.09	-1.41	75.6	19.52	0.25	-0.36	0.09	0.25	0.04
30	fg3_m10	1	1.96	3	75.54	0.03	0.05	11.28	0.66	0.27	3.51	5.8	0.0	0.77	764	12.46	0.28	89.3	-0.03	-1.23	76.3	20.43	0.64	0.42	0.03	0.64	-1.14
31	fg3_m10	1	1.96	4	60.18	0.05	0.06	10.12	0.6	0.26	8.05	24.96	0.68	1.37	764	13.06	-9.64	68.26	-0.0	-1.27	70.9	18.94	0.52	0.07	0.0	0.52	-0.46
32	fg3_m10	1	1.96	5	52.58	0.03	0.05	14.83	0.75	0.53	6.74	27.26	0.3	0.88	1201	15.72	-9.35	100.66	0.08	-1.16	67.67	20.92	1.04	0.91	0.08	1.04	0.01
33	fg3_m10	1	1.96	6	74.11	0.06	0.06	14.05	0.8	0.82	8.81	7.18	0.0	0.48	682	18.78	-1.45	121.17	-0.01	-1.47	77.44	17.1	-0.14	0.42	0.01	0.14	0.65
34	fg3_m10	1	2.93	0	57.07	0.04	0.04	7.54	0.58	0.2	2.56	8.97	0.3	0.48	764	13.15	-0.54	64.22	-0.11	-1.31	71.47	17.47	0.94	0.34	0.11	0.94	1.27
35	fg3_m10	1	2.93	1	75.59	0.04	0.05	12.07	0.8	0.78	7.66	7.78	0.3	0.48	718	18.68	-6.5	122.31	-0.03	-1.46	77.7	16.71	0.36	-0.37	0.03	0.36	-1.01
36	fg3_m10	1	2.93	2	58.98	0.03	0.04	9.02	0.8	0.74	16.74	17.99	0.0	0.48	825	19.19	-7.76	120.75	0.06	-1.4	76.71	17.88	0.55	0.12	0.06	0.55	-2.71
37	fg3_m10	1	2.93	3	75.57	0.02	0.03	6.59	0.65	0.34	6.58	11.66	0.0	0.48	764	12.04	-1.36	87.45	-0.02	-1.23	76.36	19.5	0.87	0.46	0.02	0.87	1.47
38	fg3_m10	1	2.93	4	57.95	0.03	0.04	8.4	0.6	0.15	1.95	6.07	0.0	0.48	764	13.75	-3.89	67.51	-0.04	-1.27	72.22	17.45	0.96	0.73	0.04	0.96	-1.61
39	fg3_m10	1	2.93	5	53.13	0.02	0.04	7.85	0.73	0.46	2.42	7.53	0.3	0.77	1192	15.07	-0.87	100.76	-0.07	-1.18	70.69	20.23	1.14	1.34	0.07	1.14	1.08
40	fg3_m10	1	2.93	6	81.14	0.04	0.04	13.38	0.8	0.82	4.87	5.49	0.0	0.77	639	19.71	2.91	120.8	-0.07	-1.48	79.97	18.55	-0.18	-0.46	0.07	0.18	-0.93
41	fg3_m10	1	3.91	0	58.69	0.03	0.04	7.3	0.55	0.05	1.76	5.37	0.0	0.77	764	12.83	-2.35	62.25	-0.07	-1.26	73.61	16.32	1.1	0.88	0.07	1.1	-0.13
42	fg3_m10	1	3.91	1	75.83	0.04	0.05	11.46	0.78	0.8	2.97	1.6	0.0	0.21	571	17.94	-1.11	113.11	-0.05	-1.38	85.79	14.44	0.51	-0.03	0.05	0.51	-1.68
43	fg3_m10	1	3.91	2	58.2	0.03	0.04	14.22	0.79	0.76	3.88	4.94	0.0	0.64	660	17.92	-5.09	111.59	0.04	-1.38	79.82	19.5	0.5	-0.38	0.04	0.5	0.5
44	fg3_m10	1	3.91	3	74.63	0.03	0.05	10.25	0.64	0.33	1.99	3.03	0.43	0.64	764	12.38	-3.61	85.75	-0.04	-1.27	77.18	19.64	0.91	0.48	0.04	0.91	-0.33
45	fg3_m10	1	3.91	4	61.87	0.03	0.03	5.68	0.56	0.23	5.13	16.17	0.3	0.48	764	13.28	-4.16	63.7	-0.02	-1.28	75.85	17.52	1.2	0.84	0.02	1.2	2.16
46	fg3_m10	1	3.91	5	53.28	0.02	0.03	7.84	0.71	0.51	3.5	13.37	0.0	0.48	1145	15.25	-2.89	100.96	0.04	-1.26	74.29	18.71	1.42	2.11	0.04	1.42	-0.08
47	fg3_m10	1	3.91	6	78.16	0.06	0.07	12.29	0.77	0.8	2.06	3.79	0.0	0.48	528	17.63	-6.3	111.8	-0.0	-1.4	84.28	13.91	0.35	-0.43	0.0	0.35	-1.34
48	fg3_m10	1	4.01	0	56.99	0.03	0.03	7.38	0.49	-0.25	5.01	6.18	0.3	0.21	368	11.29	-1.54	56.62	-0.04	-1.19	85.52	17.11	0.58	-0.31	0.04	0.58	0.78
49	fg3_m10	1	4.01	1	75.68	0.02	0.03	10.73	0.77	0.8	5.95	5.04	0.3	0.48	583	17.71	-4.23	112.54	-0.0	-1.39	84.3	15.48	0.26	-0.59	0.0	0.26	0.68
50	fg3_m10	1	4.01	2	59.66	0.02	0.03	13.03	0.78	0.77	3.73	4.83	0.43	0.21	655	17.51	5.07	111.04	0.01	-1.38	81.6	16.69	0.8	-0.0	0.01	0.8	-0.88
51	fg3_m10	1	4.01	3	76.11	0.03	0.05	10.31	0.64	0.33	2.33	4.32	0.3	0.48	764	13.29	-10.05	83.39	-0.05	-1.22	77.9	19.4	1.09	0.61	0.05	1.09	1.18
52	fg3_m10	1	4.01	4	61.99	0.03	0.03	7.82	0.55	0.09	1.06	3.27	0.0	0.64	764	12.36	-6.99	66.3	0.01	-1.3	75.54	17.73	1.04	0.5	0.01	1.04	0.52
53	fg3_m10	1	4.01	5	52.08	0.02	0.03	6.63	0.65	0.46	4.08	14.52	0.3	0.48	763	11.43	-2.24	92.81	0.03	-1.11	78.63	20.98	0.87	0.46	0.03	0.87	-0.8
54	fg3_m10	1	4.01	6	79.5	0.03	0.04	10.86	0.78	0.81	15.05	3.18	0.0	0.48	530	17.84	-11.71	110.71	-0.02	-1.45	84.75	13.97	0.26	-0.12	0.02	0.26	1.1
55	fg3_m10	1	4.11	0	59.31	0.04	0.04	8.04	0.5	-0.19	3.08	7.93	0.3	0.48	764	11.37	6.48	63.51	-0.09	-1.36	75.48	17.2	1.2	0.89	0.09	1.2	1.16
56	fg3_m10	1	4.11	1	77.82	0.02	0.05	11.12	0.78	0.85	17.57	4.21	0.3	0.48	583	18.0	-22.55	115.21	-0.06	-1.38	85.49	16.77	0.29	-0.56	0.06	0.29	-0.18
57	fg3_m10	1	4.11	2	59.25	0.02	0.04	13.01	0.78	0.78	3.02	4.2	0.68	0.21	804	18.08	13.42	136.19	-0.31	-0.86	87.53	28.92	2.36	6.61	0.31	2.36	-0.89
58	fg3_m10	1	4.11	3	74.73	0.04	0.05	22.14	0.67	0.41	17.85	28.39	0.68	0.88	1177	14.97	-3.06	111.79	0.51	-0.61	85.55	26.75	0.58	-0.56	0.51	0.58	-0.31
59	fg3_m10	1	4.11	4	65.32	0.03	0.06	7.67	0.58	0.13	4.68	10.83	0.3	0.21	764	13.52	-30.27	60.12	-0.06	-1.28	73.87	18.02	0.95	0.39	0.06	0.95	2.16
