Counter	Image	class label	Myr	Viewpoint	# Bulges	Sep	Flux Ratio	Gini	M20	C	A	S	Sersic n	A_s
14	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_190.fits	1	1.86	0	1	0	0	0.560774136686923	-2.455600764312026	4.680708339972611	-0.04519180855456154	-0.030950172989760365	15.561	0.11698116816156086
15	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_195.fits	1	1.91	0	1	0	0	0.5562827901636893	-2.522225946691479	4.588324780983341	-0.0337712973248971	-0.004205007465521645	12.789	0.0727553011304595
16	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_200.fits	1	1.96	0	1	0	0	0.5903884150653713	-2.5504289288277207	4.639811100486011	-0.010822495793009975	-0.07201729590843839	13.188	0.16324826339910828
17	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_215.fits	1	2.1	0	2	6.199634131790012	7.696264768929208	0.6203086259760121	-1.107189602518749	4.281917216769385	0.3321317325292071	0.02591445771667995	7.7812	0.6602283012599248
18	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_230.fits	1	2.25	0	1	0	0	0.5755882885815469	-2.3928940595538077	4.351035903714406	0.0029177866146613608	-0.017055672669601136	7.4798	0.19747058250801053
19	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_235.fits	1	2.3	0	1	0	0	0.5841834678767661	-2.376044531224319	4.516569034682172	-0.05728727795134127	-0.025591572876032073	8.2207	0.23442830935028383
20	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_240.fits	1	2.35	0	1	0	0	0.5928545565724607	-2.424568570670045	4.669959511538364	-0.06016351798894602	-0.040361118195163144	7.3525	0.19405944503340344
21	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_280.fits	1	2.74	0	1	0	0	0.6057623240249432	-2.2824688721952278	4.559113704551299	-0.08372224636066372	-0.06735375952447314	5.6087	0.3465528088816468
22	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_290.fits	1	2.83	0	1	0	0	0.613681687789625	-2.4989179304156313	4.6310969370347745	-0.04623840611021759	-0.04432704414485268	7.5217	0.15788079106660038
23	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	1	0.1	1	1	0	0	0.6191309712947187	-1.5578860526085516	3.2872549189793294	0.01971905018631443	0.054140961978714645	0.6462	0.06305494259850342
24	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_060.fits	1	0.59	1	2	9.25597308150558	8.519223264285477	0.648009235177664	-2.0082841987804882	4.268287330742485	0.12079248506746762	0.09706863370618865	1.2943	0.3592388842680658
25	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_090.fits	1	0.88	1	1	0	0	0.6267341631399959	-2.236042648586909	3.9699273663418695	0.08820284195935131	0.016784896822514425	2.8497	0.3800640755848295
26	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	1	2	8.452559180393584	48.65416235388332	0.6390145068854594	-2.317429944752969	3.918570178196151	0.014744407427412832	0.01681656458323537	3.2523	0.2840468605239653
27	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_130.fits	1	1.27	1	1	0	0	0.6554160989284137	-2.3287491104952083	3.876630820930122	0.020869107893563107	-0.002407145727796204	3.5087	0.2741701843064079
28	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_140.fits	1	1.37	1	1	0	0	0.6240318840454433	-2.4104732495159418	4.288434146099417	-0.018609341933011423	0.01644833212245592	5.445	0.28455055287143427
29	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_145.fits	1	1.42	1	1	0	0	0.6304369206748196	-2.338032721238712	4.005857590071135	-0.01901684619371972	0.0019843172192088383	3.6746	0.22563362306574794
30	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_150.fits	1	1.47	1	1	0	0	0.5191325502728921	-2.1697581684954175	3.6913863459335867	-0.009250781689546617	-0.01195932514621736	3.0263	0.14914451955040936
31	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_155.fits	1	1.52	1	1	0	0	0.5471340595955764	-2.210461239703149	3.8461935637330926	-0.0282892259443839	-0.0034371228570391136	2.9817	0.1400881418321972
32	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_170.fits	1	1.66	1	1	0	0	0.6051527028629531	-2.290547711515901	3.9427461541707216	-0.01458900183197022	0.006097328898930861	3.4249	0.16328501690520558
33	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_175.fits	1	1.71	1	1	0	0	0.6129602644812944	-2.253331091060589	3.836640535362912	-0.015020248016487232	0.00445851255569889	3.2726	0.268375006072222
34	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_180.fits	1	1.76	1	1	0	0	0.5954688562763555	-2.2172495742349443	3.9683655568879983	-0.01854018761294268	-0.0002751277546691367	3.785	0.2903015256707362
35	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_185.fits	1	1.81	1	1	0	0	0.5867945106025375	-2.1784887300825515	4.0026600987403995	-0.006579890143863677	0.0006993787046601216	3.8448	0.23798543480516052
36	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_190.fits	1	1.86	1	1	0	0	0.6061427607275721	-2.1997082646250434	3.832815322980286	-0.01794179962911135	0.0009281208583634122	3.7242	0.2029131013792935
37	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_195.fits	1	1.91	1	1	0	0	0.6241461971756622	-2.313603147518913	4.025146934371671	-0.06179922468132673	0.0018487639435322987	3.7173	0.14307290063449812
38	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_200.fits	1	1.96	1	1	0	0	0.5364387160161012	-2.1997174505922628	3.8666837413486235	-0.027387291814493682	0.0037096563222346543	3.3778	0.12389827924309645
39	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_205.fits	1	2.0	1	1	0	0	0.5591197967669679	-2.160765851384159	3.8927993003830785	-0.04948387727215268	-0.005465144494606736	3.0583	0.1388664042683306
40	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_210.fits	1	2.05	1	2	9.528786581386504	3.5194921429127364	0.6076150319705933	-0.755765658601005	2.177989712302101	0.438788519343052	0.09681226804509152	3.2991	0.397970029634845
41	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_215.fits	1	2.1	1	2	5.91492019115879	3.2204755031303853	0.5840511116856862	-0.9992044192865986	3.6345815917543005	0.22954866670623245	0.028911357388310365	2.2736	0.4146226278979227
42	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_235.fits	1	2.3	1	1	0	0	0.5459076399886726	-2.210731303695145	4.0253838305088445	-0.000993527476917157	-0.013056418264754233	5.001	0.24229387525525578
43	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_240.fits	1	2.35	1	1	0	0	0.5647146312652149	-2.346279351236606	4.324847633684337	-0.014224505732561244	-0.007412002087051054	6.5515	0.20297908228551922
44	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_250.fits	1	2.44	1	2	8.85953416263458	9.72388916462589	0.5933432497780534	-0.781821911983208	4.749335042897128	0.128099498894325	0.0011821076544724278	7.8741	0.4605946271513964
45	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_290.fits	1	2.83	1	1	0	0	0.5934532935508148	-2.392329071366194	4.274525804664334	-0.06994688526441824	-0.02287229210559642	4.8591	0.11426811549500698
46	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	1	0.1	2	1	0	0	0.5992097135569434	-1.5673128242646213	3.2208061243985453	-0.005911407645237319	0.031554486672931856	0.6867	0.12507053774834648
47	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	2	2	5.044600317280965	2.4624079237492036	0.6111757538625959	-1.3988388879561993	2.8299995466474357	0.4114862861364392	0.03269972247737887	0.7045	0.6174725003657807
48	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_050.fits	1	0.49	2	1	0	0	0.5778974902373465	-1.7390754185274229	3.4705322485828116	0.07416751303717772	0.06727810142538654	0.8257	0.2939212916853616
49	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_070.fits	1	0.68	2	1	0	0	0.6050821313490472	-2.017740663089222	3.49590371484886	0.14729647096801063	0.01747408295790216	2.0772	0.5783108215379523
50	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_090.fits	1	0.88	2	2	8.889008449890378	11.830415557251658	0.6340838524826573	-2.0808835754037163	4.30108299712488	0.04468810872145167	-0.00023305279502455707	3.1469	0.5237777970534285
51	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	2	1	0	0	0.6041686504886207	-2.3329707659872767	4.137244255589641	-0.03799095875904985	-0.0051829333387318965	4.0471	0.2503446899462865
52	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_130.fits	1	1.27	2	1	0	0	0.5646282598172595	-2.154903003081823	3.9302023922234297	0.03288271847600807	-0.006328926642110736	3.9179	0.24108428269646384
53	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_140.fits	1	1.37	2	1	0	0	0.5808654776736296	-2.322815299372631	4.603942837194804	-0.058099760270295744	-0.008777431742070855	5.8737	0.313715753553667
54	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_145.fits	1	1.42	2	1	0	0	0.6274386055938193	-2.404338641368161	3.9987850634516193	0.02578048859414683	-0.0006053588588298182	5.2928	0.21807153702012225
55	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_150.fits	1	1.47	2	1	0	0	0.5853863678046856	-2.470722907308074	4.544267376755116	-0.08670463069533518	-0.017347392461268672	10.074	0.13703912764695192
56	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_155.fits	1	1.52	2	1	0	0	0.5682073455432929	-2.3129326503655365	4.343200400857334	-0.008163380168452233	-0.002272566813773308	7.5313	0.3320981756967405
57	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_170.fits	1	1.66	2	1	0	0	0.5529858826851684	-2.3342439569154996	4.279426129615657	-0.08060566930411699	-0.009900489220101305	6.4252	0.206018341499016
58	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_175.fits	1	1.71	2	1	0	0	0.5441596917109404	-2.2871251476643115	3.93083273225675	-0.03596479792058754	-0.005569962300713295	5.2058	0.2546825731210823
59	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_180.fits	1	1.76	2	1	0	0	0.6099820248147232	-2.376314928792233	4.2868360470307865	-0.057894441920843316	-0.04269023236123888	5.61	0.24555406419480302
60	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_185.fits	1	1.81	2	1	0	0	0.6124344759644026	-2.3183842584896213	4.4826693204938035	-0.201460866400546	-0.282813657977791	6.2202	0.3683797271132262
61	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_195.fits	1	1.91	2	1	0	0	0.5766707779143113	-2.2958368829840077	4.003420833889561	-0.025996429737038716	-0.007833095802074419	5.3432	0.14937527004229983
62	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_200.fits	1	1.96	2	1	0	0	0.5530392006003084	-2.247807517399221	4.139277931735146	-0.060443892821495926	-0.009535345907675382	6.0398	0.1421656854372685
63	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_205.fits	1	2.0	2	1	0	0	0.592652905577278	-2.4028321290375367	4.447386673840516	-0.1257960173893567	-0.03653385189139726	6.8817	0.1160831749163067
64	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_215.fits	1	2.1	2	2	4.66278879951569	8.872377258893033	0.5846987678472197	-1.564150215455865	4.0032985280986	0.3382651193138679	-0.011343959107221715	5.2535	0.6097008992157098
65	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_235.fits	1	2.3	2	1	0	0	0.5614985779737364	-2.140307665485832	4.255767667483694	0.011027935598789933	-0.146262952225305	3.8768	0.3038023645731973
66	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_240.fits	1	2.35	2	2	16.184082925482368	7.312737766851014	0.5893291738356391	-2.363473522037459	4.207544462759345	-0.04093117664390021	-0.06777660138325844	4.4778	0.23462201518716727
67	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	1	0.1	3	1	0	0	0.5086071524337425	-1.7719410938483067	2.76277357363948	-0.042624190929011256	-0.005626496418651546	0.8962	0.09589624562446451
68	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	3	2	10.507039969097987	3.8704369755962014	0.5563567918944392	-0.8624201646997803	3.1892075344957216	0.22645553944083185	0.020401655773093073	0.8733	0.4055638007854655
69	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_050.fits	1	0.49	3	2	13.862846084248222	3.610106383579003	0.6190068859944751	-0.8918594540973541	4.098786378158245	0.22661310795306522	-0.06542461169870643	0.6577	0.729213615352834
70	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_130.fits	1	1.27	3	1	0	0	0.6030484039442755	-2.2857138181945396	4.994767669160965	-0.001301934357579112	-0.002337482592093678	17.789	0.23884882988571288
71	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_140.fits	1	1.37	3	1	0	0	0.5774922068654303	-2.480392932835822	4.531016504656133	0.016949712797826935	-0.007351776056735462	12.745	0.13287509554423915
72	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_150.fits	1	1.47	3	1	0	0	0.5654903390992331	-2.5349983775432614	4.8231697731212195	-0.007276659114253838	-0.000522180803021019	16.552	0.21547047834159988
73	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_155.fits	1	1.52	3	1	0	0	0.5732729675354714	-2.445837120368119	4.460341690435182	0.004236957876600858	-0.006330632514106036	12.963	0.2953804735028522
74	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_170.fits	1	1.66	3	1	0	0	0.5787683689932739	-2.5355407896678543	4.65565164866191	0.008178818398946507	-0.021096781093024316	14.511	0.15418231785063663
75	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_175.fits	1	1.71	3	1	0	0	0.5660228414982534	-2.4484533352639555	4.62075957646717	-0.0008666400319504487	-0.00945203664654918	13.383	0.09338749582792435
76	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_190.fits	1	1.86	3	2	0	0	0.5853691020069698	-2.385500136279658	4.463336333769315	-0.025970766987904192	-0.1626476144662216	2.8195	0.22606140171195865
77	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_195.fits	1	1.91	3	2	0	0	0.5447027688513623	-2.3859319079785863	4.188146076495901	-0.016397595370908884	0.004315196319204066	2.9744	0.1895615959668929
78	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_200.fits	1	1.96	3	2	0	0	0.5582713149795261	-2.2469561826267217	4.539441691168432	-0.020780821937637136	-0.2173482339816146	2.6393	0.16644736205000527
79	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_210.fits	1	2.05	3	2	3.571501926088742	12.81976310568704	0.5834451018026912	-1.3726209778189515	3.621909883010901	0.2411636578141962	-0.02621717288525668	8.3215	0.3091785713336835
80	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_215.fits	1	2.1	3	2	2.918523790139657	3.623097321891733	0.6020752820504941	-1.3797155546218296	2.81517048809153	0.37681342909275056	0.00994354547684388	2.3717	0.36045786236383764
81	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_230.fits	1	2.25	3	2	10.32970272246229	10.520587675544377	0.5845364666471966	-2.27836963335685	4.472467611111494	0.00973430910554418	-0.24158647599547606	6.1721	0.3110066497934483
82	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_240.fits	1	2.35	3	2	9.086506689179307	12.978963168493577	0.6090742674841441	-1.08380030564988	4.864540275039365	0.10125122385110792	-0.2640147991551217	8.3611	0.29719289172042757
83	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_245.fits	1	2.4	3	2	7.095787253011481	11.534532578210918	0.6151014252655859	-1.0217214449347718	4.711096111064176	0.18853928335976047	-0.045278000752103996	8.1541	0.5526699284598048
84	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_250.fits	1	2.44	3	2	4.019105364934405	9.131034842943794	0.6017178561034867	-1.1102062324286446	2.9494380871532746	0.6620646838175375	0.02326508948945579	7.5096	0.2201567428380602
85	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_260.fits	1	2.54	3	2	3.4681766290484446	40.55832397613989	0.5850622420086461	-1.3910048368961216	3.8200818395825715	0.11080734857589492	0.007688955423728385	7.0297	0.4031166639839226
86	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_290.fits	1	2.83	3	1	0	0	0.5991925417358063	-2.3489305423694913	4.0930272957128855	-0.013241816783954512	-0.12348755738091773	4.1399	0.228333787043992
87	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_340.fits	1	3.31	3	1	0	0	0.6069408855558756	-2.3913172642378973	4.1170548626303525	-0.024379936190431432	-0.07447532130709195	4.4229	0.20366045024456558
88	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	1	0.1	4	1	0	0	0.5186474519926841	-1.775478667937517	2.7060369231198727	-0.051395065282872666	-0.01997523718501724	0.8901	0.04864352823454594
89	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_070.fits	1	0.68	4	1	0	0	0.5925240046487241	-1.9554583362499842	3.661772077607401	0.10147843004417345	0.02082890659089421	1.9695	0.4011966189504475
90	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_090.fits	1	0.88	4	2	0	0	0.587755750019199	-2.3857379955147424	5.191244170940962	-0.010095308921815172	-0.004874442537781974	0.889	0.1811456182074842
91	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	4	1	0	0	0.5861022044379008	-2.6396863427286914	5.033885692895886	-0.009624667619425214	-0.011416750440385178	18.467	0.07707464057587775
92	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_130.fits	1	1.27	4	1	0	0	0.6054323379803016	-2.4405482380935917	4.986074501500103	0.031929287948399936	-0.006547511458956881	19.596	0.2675060478584859
93	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_140.fits	1	1.37	4	1	0	0	0.6106825843257474	-2.5135336087985425	5.563090133056079	-0.1272192414700755	-0.10348995836638429	19.872	0.26907992829158006
94	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_145.fits	1	1.42	4	1	0	0	0.6131558583856798	-2.474260319288124	5.359293549703512	-0.013219883557023972	-0.1003236486031561	19.988	0.4463901616133227
95	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_150.fits	1	1.47	4	1	0	0	0.5981578603201977	-2.745197894744631	5.313213200512475	-0.009016913013450005	-0.014015473318695718	19.915	0.2994113867731158
96	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_155.fits	1	1.52	4	1	0	0	0.6065990925422319	-2.649849479839948	5.098479021515594	0.008451745524737953	-0.0013024829150627487	19.998	0.224390362089226
97	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_170.fits	1	1.66	4	1	0	0	0.607190188440233	-2.654282020418583	5.023293151988425	0.003701453931848631	-0.005626773238414183	17.453	0.13654091461578233
98	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_175.fits	1	1.71	4	1	0	0	0.5826789801423123	-2.594443778133792	4.904924085038505	-0.019549479929291864	-0.0026026601965038953	19.994	0.113683691986856
99	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_190.fits	1	1.86	4	1	0	0	0.5682394512229784	-2.484049541298304	4.773660398791799	-0.04015764097367096	-0.053339334231816964	16.201	0.10380414501823469
100	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_195.fits	1	1.91	4	1	0	0	0.556518488061845	-2.567475670394072	4.6748875024450145	-0.061496322671673376	-0.015474554139152502	13.728	0.15031207230173338
101	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_200.fits	1	1.96	4	1	0	0	0.5886516702423438	-2.58474647038513	4.695568411519783	-0.08269176834896502	-0.07508266993295842	13.551	0.1880316000152907
102	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_215.fits	1	2.1	4	2	6.096544543017803	9.551685183603057	0.6344119473971707	-1.3349342467816194	4.405906075911596	0.1986123880893753	-0.005115233693574982	7.7979	0.6488728811102832
103	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_230.fits	1	2.25	4	1	0	0	0.5776062891551828	-2.4429421182880633	4.47289535461327	0.03012553557641592	-0.006468692013100408	7.2077	0.17679959337042506
104	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_235.fits	1	2.3	4	1	0	0	0.5834081543907726	-2.36110123672405	4.689504143540541	-0.007332394180022525	-0.055491465601492575	7.8299	0.28616070146249645
105	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	1	0.1	5	1	0	0	0.51246860215015	-1.7673699988235505	2.7533146866527014	-0.051559854752452464	-0.0002035395487473984	0.8767	0.06659066482364112
106	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	5	2	8.589434312313928	3.5832738484841284	0.48187477982438387	-1.02272072265627	1.918666433150948	0.4145892499972936	0.01757974427713686	0.8391	0.4316779676327952
107	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_050.fits	1	0.49	5	1	0	0	0.5485295102653338	-1.642651470236038	3.161733647162346	0.11901960614861207	0.041902916300801195	0.7534	0.4137145795881708
108	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_060.fits	1	0.59	5	1	0	0	0.6693491877070216	-1.7696392282577575	2.627332726881363	0.14858670546635344	0.024069291384221835	0.8902	0.4226107282850379
109	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_070.fits	1	0.68	5	1	0	0	0.5668593191386141	-1.899059389464331	3.2574198752923267	0.20423959313349818	0.016441610397930337	2.1167	0.3474551842061067
110	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_090.fits	1	0.88	5	1	0	0	0.6122213807536716	-2.3704206208274927	4.491682882676039	0.027781449756741485	0.0013178591598299943	6.8339	0.40599502721749725
111	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	5	1	0	0	0.6188138746171953	-2.4561119166047476	4.570016091359012	-0.03663661268038485	-0.016184780456384426	7.5458	0.3695869779947375
112	q0.333_fg0.1_allrx10_sunruns/hires_kin_early_cen1/broadband_130.fits	1	1.27	5	1	0	0	0.5632536133192909	-2.2862318943864492	3.9428026885105263	-0.0030487687636180645	-0.005659505513142215	4.9536	0.17778903946320074
113	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_145.fits	1	1.42	5	1	0	0	0.6091620939901605	-2.3673938862801602	4.04137048973362	0.006954889801339176	0.0013830415546271996	3.9073	0.1816585446720658
114	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_150.fits	1	1.47	5	1	0	0	0.5437585868104039	-2.357787852964077	4.138324020502743	0.0037561293996921964	-0.010617741657501074	5.8441	0.1958559079693785
115	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_155.fits	1	1.52	5	1	0	0	0.6126106893032489	-2.3790985473264836	4.479851959717253	-0.04096618802048881	-0.0009623368159277693	7.7439	0.19687856111455154
116	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_170.fits	1	1.66	5	1	0	0	0.6235191318633617	-2.488598726610096	4.313980889764962	-0.03265869319101665	-0.005601746924850431	8.2056	0.17809033942195737
117	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_175.fits	1	1.71	5	1	0	0	0.5537504399362921	-2.309380211969299	4.007638848305137	-0.022498517380571046	0.0007047191985282779	6.3138	0.16578043499698625
118	q0.333_fg0.1_allrx10_sunruns/hires_kin/broadband_180.fits	1	1.76	5	1	0	0	0.5470331471003551	-2.2788806983139005	4.10612538696356	-0.05252877144996353	-0.013353269494302444	5.7866	0.2913731519554723
