Counter	Image	class label	Myr	Viewpoint	# Bulges	Sep	Flux Ratio	Gini	M20	C	A	S	Sersic n	A_s
67	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_305.fits	1	4.6	2	1	0	0	0.559775418211451	-2.352582602318907	4.058585825681728	-0.01957381386928569	-0.015671669001453913	8.6284	0.1829618264606458
69	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_315.fits	1	5.57	2	1	0	0	0.5610372842089743	-2.4107365692158016	4.376235190798981	-0.0010621093135691232	-0.012551455921504034	14.309	0.14453559067418256
71	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_005.fits	1	0.05	2	1	0	0	0.5793811285324727	-1.658319195404649	3.2511347843479177	-0.038074612431706664	0.01571632862498124	0.6057	0.13958982273665924
72	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	1	0.1	2	1	0	0	0.5664933710322109	-1.5450577425246144	3.2393400053084784	0.0032333281376979227	0.04834210379360793	0.6039	0.11506156617845874
73	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_020.fits	1	0.2	2	1	0	0	0.5399737102441212	-1.5653914834296592	3.14901936986669	0.02173915157319006	0.03628076764050196	0.5522	0.17073578440284895
74	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_030.fits	1	0.29	2	1	0	0	0.5373423457910216	-1.5070005021019086	3.1233590696996827	-0.010251222590253612	0.03666161361813719	0.6108	0.10150987776805567
75	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	2	2	5.0656860296892665	1.4919696888017004	0.49284941675611066	-1.1854050734046568	2.414063297228237	0.43189859927557345	0.018587098801361366	0.6803	0.6604425321194171
76	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_060.fits	1	0.59	2	1	0	0	0.6759412289185522	-1.8709876394172356	3.2621524662176165	0.2764544263251301	0.023399680598886523	1.6101	0.9125308306294091
77	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_080.fits	1	0.78	2	1	0	0	0.5862931677439742	-1.9448311959702935	4.194259569787731	0.23212125513829146	0.012765117375041234	3.4179	0.2614900145919457
79	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	2	1	0	0	0.5866588085186091	-2.4858995325553064	4.4907362950527565	0.08835326993619055	0.007690838006791589	10.32	0.15115893048196402
81	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_160.fits	1	1.56	2	1	0	0	0.6175860378884906	-2.4284530889007208	4.268290450978017	0.11027829430320271	-0.00015410017523356464	10.906	0.3083344023975714
82	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_180.fits	1	1.76	3	2	0	0	0.5835800720527965	-1.9185458145259182	3.849974632781772	0.29451551034354606	0.006014154191576711	1.0441	0.39857603219938914
83	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_185.fits	1	1.81	3	2	3.9386434620451696	1.6952743848821699	0.5024712436708544	-0.9608722727635671	2.041263827464606	0.48736090702564094	0.04110031840909195	0.5297	0.4267547799108628
84	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_205.fits	1	2.0	3	2	2.5880532935007388	6.572339663328527	0.5912947123635715	-1.2460778581346192	2.5429741724911326	0.3370846706595258	0.06700711450637904	6.6724	0.42315822633197286
85	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_210.fits	1	2.05	3	1	0	0	0.6033024577248998	-2.1850776487136288	3.7322038066930006	0.1744977918778643	-0.007441325939523862	2.4235	0.23864584311717457
86	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_220.fits	1	2.15	3	1	0	0	0.615250145674648	-2.3002227614149278	4.650229658516993	0.2405912293222802	-0.003161336845705915	11.118	0.8202193056132676
87	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_225.fits	1	2.2	3	1	0	0	0.6414450151110139	-2.018475136674259	4.245221933343659	0.19529946383801977	0.002442922882396573	19.98	0.49461261714626675
88	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_230.fits	1	2.25	3	1	0	0	0.6415068197058484	-2.1434337902507825	4.228746553212527	0.1557853014039217	0.0029734938685893855	17.146	0.41274624726007986
89	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_260.fits	1	2.54	3	1	0	0	0.6020467654930073	-2.3534481708065877	4.405969132613109	0.09810061293730038	-0.00427522371533517	7.6984	0.23458070490952965
90	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_265.fits	1	2.59	3	1	0	0	0.5907553211167668	-2.2916274565975487	4.1911126277519575	0.05344825185954694	0.005368377300254133	5.8666	0.22424697814197292
91	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_275.fits	1	2.69	3	1	0	0	0.5892799858953782	-2.238616396781471	3.898294565493714	0.03300329216639252	-0.004880456119724216	3.3399	0.17510749484494614
93	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_295.fits	1	3.62	3	1	0	0	0.5942091178388744	-2.2220783633299774	3.7956001526545267	-0.007088885415922788	-0.0005236569765310783	2.9633	0.12597653250366098
94	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_305.fits	1	4.6	3	1	0	0	0.595645851939338	-2.3451120472667797	4.153627698018915	0.03882548464301451	-0.0009588659941166274	6.6533	0.13700633495213807
96	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_315.fits	1	5.57	3	1	0	0	0.6057102523509649	-2.4169478026688975	4.346255779141953	-0.010894102637039034	0.006642700001457758	8.0391	0.2486656729519196
98	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_005.fits	1	0.05	3	1	0	0	0.49912698321652194	-1.79534811886127	2.780558420699828	-0.02126339225454304	0.003102683500574683	0.9342	0.07735651429278242
99	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	1	0.1	3	1	0	0	0.5061366996675181	-1.7356340598199849	2.6669546311375787	-0.02620253757423607	0.00208280843099418	0.8395	0.08539782795300686
100	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_020.fits	1	0.2	3	1	0	0	0.4759670544211924	-1.767142208600836	2.661844842499364	-0.002918586970703464	0.0015935840371629842	0.8764	0.05626631879545678
101	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_030.fits	1	0.29	3	2	10.31352975385302	3.241604301688427	0.5563289486025095	-1.044059413826274	1.4639042375994415	0.6275503482300586	0.04286248372924188	0.8488	0.7149073687519191
102	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	3	2	11.775900259864567	3.429256732975598	0.5960159989242957	-1.1618388944114968	3.346361489691933	0.2772811428768895	0.024856321873335852	0.8035	0.3916516266190301
103	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_080.fits	1	0.78	3	2	0	0	0.6709934127155451	-2.4258273099688576	4.318021688983805	0.17035418202463423	0.0024527826178189385	0.2732	0.34454947559883464
105	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	3	1	0	0	0.6203449924107672	-2.5836849683239604	4.817516036079141	0.10158342806327149	0.002262784407591716	19.998	0.26252365564497526
107	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_160.fits	1	1.56	3	2	0	0	0.6139609121858377	-2.616018942302821	4.813805754026937	0.13065100985424208	0.012782856661996007	1.6928	0.34393610411865677
108	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_180.fits	1	1.76	4	2	0	0	0.5678374917777842	-1.3238202671087953	1.6419091766527072	0.5887969191553571	0.11473762952145011	2.0284	0.5332639507691961
109	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_185.fits	1	1.81	4	2	0	0	0.6147164585316571	-1.2260870118295455	4.344878979655122	0.42101635998940967	0.016234189727918225	1.3866	0.6498911253493742
110	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_205.fits	1	2.0	4	2	0	0	0.6269960102053984	-0.8092376539996635	5.068615373667842	0.39241694380010855	0.08422558740414246	4.1362	0.45557252007152915
111	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_210.fits	1	2.05	4	2	1.456437165749963	4.693750493393192	0.5742801344742952	-1.4878603260542231	3.094977968361671	0.4053916983503062	0.013458051699317245	4.8952	0.36645812047547394
112	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_220.fits	1	2.15	4	1	0	0	0.6373990849226705	-2.1167787497848813	3.9922404124002453	0.1536995195121117	-0.0013157828824435676	3.9105	0.6220242517807042
113	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_225.fits	1	2.2	4	1	0	0	0.5829030958037168	-1.8896207229695858	3.992736509962443	0.24846286222375272	-0.0020794197672238802	4.4412	0.41475458984171315
114	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_230.fits	1	2.25	4	1	0	0	0.6158350206068168	-1.830026631213912	4.17937416979969	0.2640822992037432	-0.010358915822880467	3.682	0.8100586943301007
115	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_240.fits	1	2.35	4	1	0	0	0.5549314729895187	-1.8546108736958118	3.6888312715894833	0.1560718914288719	0.0040375270653844	2.7346	0.3011553696866646
116	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_260.fits	1	2.54	4	1	0	0	0.5800460828765929	-2.1677435662511284	3.7580332509398606	0.06699492520980153	0.0012253884135791956	3.0285	0.15515969606383465
117	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_265.fits	1	2.59	4	1	0	0	0.5318537763298818	-2.1064945136731295	3.5373791674452333	0.08619260483219122	0.00855094680681818	2.8311	0.16757227064212085
118	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_275.fits	1	2.69	4	1	0	0	0.5689742974339499	-2.0965318580066556	3.575036387961392	0.03904557963223947	-0.003551728503059082	2.7608	0.14128869236099378
120	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_295.fits	1	3.62	4	1	0	0	0.5706646313853179	-2.4239452265381294	4.320246135078855	0.021139288026776573	-0.004255246631312036	11.374	0.12095836003003611
121	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_305.fits	1	4.6	4	1	0	0	0.5778008892204753	-2.433345143543299	4.339506653163991	0.004445803728003845	-0.0008888906173724159	15.227	0.11021614123499472
123	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_315.fits	1	5.57	4	1	0	0	0.5878527326464155	-2.468065796862713	4.452964380189932	-0.05008558097317542	-0.028806105965228996	15.16	0.1598734835843387
125	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_005.fits	1	0.05	4	1	0	0	0.502197161215962	-1.7897333187372284	2.772977671298627	-0.030029760878374803	-0.012526328687937075	0.9394	0.06853506503367625
126	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	1	0.1	4	1	0	0	0.5159787744633139	-1.7585684179695524	2.690984841343198	-0.030387082857212273	0.0009426817614924897	0.869	0.06324699995516554
127	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_020.fits	1	0.2	4	1	0	0	0.4837570120790338	-1.774822762086338	2.674902840800062	-0.010427358678022896	0.0014402069335506264	0.9385	0.0416284179419011
128	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_030.fits	1	0.29	4	1	0	0	0.5239987312284267	-1.763484599181661	2.730884956784092	-0.008838559790770216	0.0072511446486302625	0.8582	0.08538801868061355
129	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	4	2	10.358267787953006	3.6227636376633363	0.5661192937628544	-1.096273759884072	3.1968338978768034	0.28891498611523897	0.018331176011078646	0.8488	0.48531038809063654
130	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_080.fits	1	0.78	4	1	0	0	0.6734454535021103	-2.358914352998977	5.018787912372977	0.19697809004297895	0.010506463689565208	19.973	0.34598191320159405
133	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_160.fits	1	1.56	4	1	0	0	0.6043165822901103	-2.2375511342895464	5.05115649944618	0.1445019051415506	0.008080235226141865	19.999	0.3786110889597042
134	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_170.fits	1	1.66	5	1	0	0	0.5722236599055857	-2.2312753428005183	3.8445045444970933	0.0303533631172297	0.008169548607758648	2.9	0.13367433874519546
135	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_180.fits	1	1.76	5	2	8.124195526002712	1.1378368638160625	0.5912793710071143	-0.7721022178975101	1.706011080347204	0.3569998819151251	0.07988875911731426	2.483	0.6562365572572111
136	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_185.fits	1	1.81	5	2	7.093828744330462	1.2891991188320466	0.5200946359218828	-0.8575212570762762	1.6198330912861911	0.4179599359541431	0.04353082333000002	5.1434	0.5272537507647767
137	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_205.fits	1	2.0	5	2	8.43257690342771	2.7486535292229393	0.5660604945997779	-0.6545392771430516	1.9726702409559338	0.5921162422081179	0.05765896663676441	1.1742	0.6002307259556126
138	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_210.fits	1	2.05	5	2	1.4888358614105957	2.374652143651675	0.5904128165407044	-1.7986219036964701	3.5494271657073972	0.05567660957360198	-0.010640328776521508	2.2664	0.21665866759610714
139	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_220.fits	1	2.15	5	1	0	0	0.6126248557988689	-1.9467455744929534	3.848929482636929	0.15096921716460837	-0.0021790257335550056	2.2401	0.4706041337337301
140	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_225.fits	1	2.2	5	1	0	0	0.5767748450842068	-2.0174839463245022	3.6720490980535496	0.11485154358276997	0.0007709855555460909	2.6244	0.3080814920649062
141	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_230.fits	1	2.25	5	1	0	0	0.5683159562757304	-2.060968478442391	3.7774607772188378	0.153422811836953	-0.0014815184451189346	2.801	0.3473619327272134
142	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_260.fits	1	2.54	5	1	0	0	0.579599069582751	-2.272153701633149	4.0311702015123485	0.08405809055594977	0.00016172552953160003	5.1483	0.15888292212450625
143	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_265.fits	1	2.59	5	1	0	0	0.5940837296054059	-2.269184867726586	4.300230268323714	0.08453617734719862	-0.0015561002076322852	7.8006	0.25230773010640656
144	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_275.fits	1	2.69	5	1	0	0	0.6082919190530766	-2.32849776224238	4.529835518127574	0.08189980752782877	-0.00510329015263042	16.366	0.13169832612872534
145	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_295.fits	1	3.62	5	1	0	0	0.6003869649869725	-2.191892002371148	3.6814372953898635	-0.026455311188756818	-0.010947972017593262	2.7433	0.10988328807020148
146	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_305.fits	1	4.6	5	1	0	0	0.5918675678689544	-2.3880584174869437	4.4857172110632755	0.03053422904949791	-0.010901763786702542	12.44	0.15142973956292718
